"Branch
code",Branch Name,Town,"Branch
code",Branch name,Town,"Branch
code",Branch name,Town
00,Eldoret,Eldoret,12,Thika,Thika,65,Kabarnet,Kabarnet
01,Kericho,Kericho,15,Westlands,Westlands,71,Yaya Centre,Nairobi
02,Kisumu,Kisumu,16,Machakos,Machakos,72,Ruaraka,Nairobi
03,Kitale,Kitale,17,Meru,Meru,73,Langata,Nairobi
04,Treasury square,Nairobi,19,"Harambee
Avenue",Nairobi,74,Makupa,Makupa
05,Maritime,Mombasa,20,Kiambu,Kiambu,75,Karen,Nairobi
06,"Kenyatta
Avenue",Nairobi,53,Industrial Area,Nairobi,76,Muthaiga,Nairobi
08,Moi Avenue,Nairobi,54,Kakamega,Kakamega,78,All Branches,
09,Nakuru,Nakuru,60,Malindi,Malindi,79,Ukay,Nairobi
10,Nanyuki,Nanyuki,61,Gatundu,Gatundu,80,Eastleigh,Nairobi
11,Nyeri,Nyeri,64,"Koinange
Street",Nairobi,81,Kisii,Kisii
