Attributable to equity holders,Column
,Total equity
,Shs’000
,"6,447,465"
,"(421,123)"
,"32,755"
,"(731,999)"
,"(699,244)"
,"(1,120,367)"
,-
,"(120,000)"
,-
,"(120,000)"
,"5,207,098"
