"189,145","189,145"
"3,164,455","3,164,455"
"10,324,005","5,745,519"
"2,784,329","2,900,342"
"472,863","472,863"
"16,934,797","12,472,324"
"1,163,280","948,236"
"134,629","113,817"
"1,867,081","1,459,826"
"3,782,181","1,706,057"
"6,109,614","4,937,397"
"7,632,998","6,084,289"
"3,770","54,009"
"8,066,022","6,064,687"
-,"28,253"
"565,093","176,562"
"591,920","508,358"
"8,166,134","6,685,780"
"793,815","812,022"
"376,778","309,455"
"81,228","48,912"
"1,053,931","540,599"
"2,410,417","2,396,262"
"180,389","131,274"
"5,255","4,198"
"83,042","32,240"
-,"5,075"
"626,201","381,130"
186,-
"2,591,418","1,975,913"
"617,196","415,814"
"46,902,578","35,820,165"
"12,137,169","10,467,211"
"8,109,075","5,787,072"
"6,414,370","4,845,527"
"1,889,452","1,292,195"
"107,709","183,861"
-,"14,080"
"958,913","636,282"
"116,691","46,810"
"234,402","74,803"
"29,967,781","23,347,841"
"16,934,797","12,472,324"
