Investment contracts with DPF issued underlying asset,Column,Column
,2023,2022
,Shs'000,Shs'000
,"1,064,126","620,660"
,"9,000",-
,"60,597,545","50,794,859"
,"4,459",700
,"1,190,925","2,641,521"
,"10,084,848","7,172,310"
,"3,960,746","3,909,040"
,"204,713","189,493"
,"77,116,362","65,328,583"
