"1,495,671"
"(319,605)"
"(28,047)"
"(426,668)"
"(73,461)"
"(847,781)"
"328,395"
"73,440"
"(60,032)"
"4,952"
"17,568"
"364,323"
"(483,458)"
"199,847"
"(283,611)"
"475,896"
"(430,060)"
"(54,058)"
"(8,222)"
‑
"1,203,838"
