Column,2024,Column,Column,2023,Column,Column
,"Non-
onerous
groups of
contracts","Onerous
groups of
contracts",Total,"Non-
onerous
groups of
contracts","Onerous
groups of
contracts",Total
,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000
"Insurance contracts issued
Initially recognised in the
year;
Insurance acquisition cash
flows
Claims and other cash
outflows
Estimates of the present
value of future cash inflows
Risk adjustment for
non-financial risk
Contractual service margin","37,805
6,063,529
(7,365,743)
66,926
1,197,483","-
36,792
(22,280)
263
-",,"38,507
4,063,366
(4,986,792)
41,388
843,531","2,359
68,052
(33,566)
2,457
-",
,,,"37,805",,,"40,866"
,,,"6,100,321",,,"4,131,418"
,,,"(7,388,023)",,,"(5,020,358)"
,,,"67,189",,,"43,845"
,,,"1,197,483",,,"843,531"
"Losses for the net outflow
recognized on initial
recognition",-,"14,775","14,775",-,"39,302","39,302"
