Group,Column,Column,2024,Column,2023,Column
,Notes,"Fair value
Level","Carrying
amounts at
amortised",Fair value,"Carrying
amounts at
amortised",Fair value
,,,Shs ‘000,Shs ‘000,Shs ‘000,Shs ‘000
Assets,,,,,,
"Government securities
Corporate bonds
Mortgage loans and
receivables
Other receivables","31(i)
31(ii)
32
37","Level 2
Level 2
Level 2
Level 2","77,577,271","75,520,032","67,523,216","57,899,001"
,,,"1,022,602","1,022,602","1,018,291","1,018,291"
,,,"957,805","957,805","1,129,886","1,129,886"
,,,"2,145,510","2,145,510","2,976,257","2,976,257"
Total assets,,,"81,703,188","79,645,949","72,647,650","63,023,435"
"Liabilities
Borrowings
• Bank loan
• Other borrowings
• Interest payable
Provisions and other
payables","16(i)
16(i)
16(i)
40","Level 2
Level 2
Level 2
Level 2",,,,
,,,-,-,"1,000,000","1,000,000"
,,,"1,100,586","1,100,586","1,523,728","1,523,728"
,,,-,-,"57,340","57,340"
,,,"6,666,582","6,666,582","6,109,655","6,109,655"
Total liabilities,,,"7,767,168","7,767,168","8,690,723","8,690,723"
