Maximum insured loss,Column
,Total
,Shs’000
,"5,202,695"
,"5,188,695"
,"62,952,084"
,"14,211,353"
,"5,655,656"
,"2,484,881"
,"23,745,232"
,"6,721,925"
,"17,018,195"
,"14,693,936"
,"204,140,428"
,"95,294,291"
,"318,714,290"
,"138,595,081"
