Bank loan,"375,000",-,"375,000",-,"375,000"
Other borrowings,"485,654",-,"485,654",-,"485,654"
Interest payable,"1,274","1,274",-,-,"1,274"
Lease liability,"208,294",-,-,"208,294","208,294"
Provisions and other payables,"114,359","114,359",-,-,"114,359"
Total financial liabilities,"1,184,581","115,633","860,654","208,294","1,184,581"
