"2,355,068","2,485,976"
"(7,732)","2,530"
"(392,823)","(227,486)"
"1,954,513","2,261,020"
"752,861",-
"(310,691)","(224,209)"
"(45,507)","(21,538)"
"(288,012)","(20,000)"
"(1,080,031)","(120,631)"
"481,138",-
"(193,423)","(59,260)"
"299,031","110,195"
(251),"(3,519)"
"(397,408)","(530,679)"
-,"(28,253)"
"(83,562)","(225,029)"
"(142,999)","63,017"
"(1,718,651)","(2,311,327)"
"(168,012)","(260,996)"
"169,957","127,871"
"(306,912)","(221,471)"
"239,589","159,320"
"289,465","239,508"
"257,071","223,760"
"1,489,230","1,518,882"
"(757,117)","(1,584,359)"
"(449,763)","(269,858)"
(627),-
-,"(950,047)"
"(450,390)","(1,219,905)"
"747,006","(543,244)"
"2,344,917","2,888,161"
"3,091,923","2,344,917"
