Column,2019,2018
,Shs’000,Shs’000
Gross earned premiums,,
Equity Bank Limited,"1,982,107","1,716,397"
HFC,"272,528","305,695"
Net claims incurred,,
Equity Bank Limited,"837,787","938,025"
HFC,"101,284","124,355"
