"9,426,053","(2,539,150)"
"(1,058,828)","(231,073)"
"8,367,225","(2,770,223)"
"(168,156)","(128,492)"
"(98,922)","(45,130)"
"(156,303)","(24,608)"
"36,406","40,863"
-,"30,833"
"(253,541)","(185,288)"
(186),"(1,258)"
"309,299","6,697,839"
-,"6,772,341"
"(2,751,969)","(1,775,531)"
-,"39,953"
"(8,510,356)","(7,873,853)"
"1,119,229","2,836,504"
"(14,846,537)","(15,200,516)"
"3,525,988","1,089,103"
"139,379","(134,937)"
"132,276","111,890"
"(95,236)","(201,344)"
"226,285","297,993"
"36,406","10,030"
"178,919","239,949"
"15,808,023","12,849,898"
"(5,368,996)","5,446,239"
-,"1,500,000"
-,"(3,227,521)"
"(118,961)","(217,795)"
"(110,753)","(92,724)"
"(176,072)","(141,454)"
"(405,786)","(2,179,494)"
"2,592,443","496,522"
"7,991,854","7,499,485"
"56,584","(4,153)"
"10,640,881","7,991,854"
