Column,Column,2021,Column,Column,2020,Column
Short term insurance business,Gross,"Rein-
surance",Net,Gross,"Rein-
surance",Net
,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000
,"5,359,538","(2,146,749)
(666,684)","3,212,789","3,796,365
3,031,447","(1,535,274)",
,"3,332,949",,"2,666,265",,"(576,822)",
,"8,692,487","(2,813,433)","5,879,054","6,827,812","(2,112,096)",
,"(8,733,433)","1,849,371
(2,494,879)
(1,124,163)","(6,884,062)","(6,728,131)
7,981,215
611,591","1,756,697",
,"10,394,683",,"7,899,804",,"(2,223,847)",
,"1,224,138",,"99,975",,"(234,187)",
,"11,577,875","(4,583,104)","6,994,771","8,692,487","(2,813,433)",
,"8,331,737","(3,859,971)
(723,133)","4,471,766","5,359,538
3,332,949","(2,146,749)",
,"3,246,138",,"2,523,005",,"(666,684)",
,"11,577,875","(4,583,104)","6,994,771","8,692,487","(2,813,433)",
