Shs’ million,2013,2012,% change
Share capital/share premium,"3,353","3,353",-
Other reserves,"9,573","5,746",67
Retained earnings,"3,536","2,900",22
Proposed Dividends,473,473,-
Shareholders’ Funds,"16,935","12,472",36
Total assets,"46,903","35,820",31
Total liabilities,"(29,968)","(23,347)",28
Net Assets,"16,935","12,472",36
