At 31 December 2021,"Carrying
Values","0 – 3
Months","4 -12
Months",1-5 Years,Totals
,Shs ‘000,Shs ‘000,Shs ‘000,Shs ‘000,Shs ‘000
,,"-
-
77,521
272,012",,"-
510,554
105,428
7,206,684",
,"2,650,000",,"2,650,000",,"2,650,000"
,"510,554",,-,,"510,554"
,"77,521",,-,,"77,521"
,"105,428",,-,,"105,428"
,"7,478,696",,-,,"7,478,696"
,"10,822,199","349,533","2,650,000","7,822,666","10,822,199"
At 31 December 2020,"Carrying
Values","0 – 3
Months","4 -12
Months",1-5 Years,Totals
,Shs ‘000,Shs ‘000,Shs ‘000,Shs ‘000,Shs ‘000
,,"-
-
90,369
-
111,420",,"-
-
-
208,434
5,317,237",
,"3,175,000",,"3,175,000",,"3,175,000"
,"510,554",,"510,554",,"510,554"
,"90,369",,-,,"90,369"
,"208,434",,-,,"208,434"
,"5,428,657",,-,,"5,428,657"
,"9,413,014","201,789","3,685,554","5,525,671","9,413,014"
