2024,2023
Shs’000,Shs’000
"7,142,473","9,426,053"
"(1,054,966)","(1,058,828)"
"6,087,507","8,367,225"
"(475,777)","(168,156)"
"(34,969)",-
"(308,295)","(98,922)"
"(851,264)","(156,303)"
"513,257","36,406"
"(103,296)","(253,541)"
(725),(186)
"749,053","309,299"
"(5,155,783)","(2,751,969)"
"5,842,819",-
"(16,573,708)","(8,510,356)"
"2,063,251","1,119,229"
"(14,009,573)","(14,846,537)"
"3,598,814","3,525,988"
"(189,603)","(139,379)"
"187,014","132,276"
"(74,996)","(95,236)"
"326,308","226,285"
"(3,655,189)",-
"187,832","178,919"
"20,231,874","16,249,095"
"(7,732,956)","(5,243,090)"
"(1,611,038)","(118,961)"
"(129,612)","(110,753)"
"(190,173)","(176,072)"
"(1,930,823)","(405,786)"
"(3,576,272)","2,718,349"
"10,766,787","7,991,854"
"(111,191)","56,584"
"7,079,324","10,766,787"
