Liabilities from financing activities,Column,Column,Other assets,Column,Column
Borrowings,Leases,Sub-total,"Cash
equivalents","Liquid
investments",Total
Shs’000,Shs’000,Shs’000,Shs’000,Shs’000,
"(2,786,863)","-
(849,505)
183,409
(59,748)
(118,202)","(2,786,863)","6,721,401
-
853,910
-
-","39,281,937",
-,,"(849,505)",,-,
"538,791",,"722,200",,"18,469,893",
-,,"(59,748)",,-,
"(104,644)",,"(222,846)",,-,
"(2,352,716)","(844,046)","(3,196,762)","7,575,311","57,751,830",
"(2,502,207)","325,372
(62,055)
(109,274)","(2,176,835)","(77,311)
-
-","19,025,210",
-,,"(62,055)",,-,
-,,"(109,274)",,-,
"(4,854,923)","(690,003)","(5,544,926)","7,498,000","76,777,040",
