"91,300,091"
"(693,830)"
"(107,358)"
"(1,616,037)"
"(2,417,225)"
"1,409,652"
‑
"84,571"
"412,251"
"(253,708)"
"1,652,766"
"(764,459)"
"13,571,871"
"12,807,412"
"(93,593,435)"
"97,335,477"
"(95,191,233)"
"2,144,244"
"(2,157)"
"106,249,590"
