Loss before tax,"(434,430)","(683,963)"
,"(108,608)",
Tax effect of non-deductible costs,"29,615","17,377"
,"(2,538)",
Prior year deferred tax adjustment,-,"(34,696)"
,"(15,445)",
Tax effects on discontinued operation,"14,738",-
,"(82,238)",
