Consolidated Statement of Changes in Equity for the 6 month period ended 30 June 2025,Column,Column,Column,Column,Column,Column,Column,Column
,,,"Capital
Redemption
Reserve
Kes'000","Investment
in Joint
Operations
Kes’000",,"Shareholders
equity
Group
Kes'000
(1,172,704)
(1,021,398)",,"Shareholders
equity
Total
Kes'000"
,"Share
Capital
Kes'000","Share
Premium
Kes'000",,,"Revenue
reserve
Kes'000",,"Minority
Interest
Kes'000",
,"408,654","39,380",102,"(42,250)","(1,578,590)",,"50,232","(1,122,472)"
,-,-,-,-,"(1,021,398)",,"(78,357)","(1,099,755)"
,"408,654","39,380",102,"(42,250)","(2,599,988)","(2,194,102)","(28,125)","(2,222,227)"
,"408,654","39,380",102,"(42,250)","(2,599,988)","(2,194,102)","(28,125)","(2,222,227)"
,,,,,"(102,554)","(102,554)","(30,459)","(133,013)"
,"408,654","39,380",102,"(42,250)","(2,702,542)","(2,296,656)","(58,584)","(2,355,240)"
