Stanbic Bank Kenya Limited,"6,023","251,619","83,292","340,934"
,-,"81,444",-,
"NCBA Bank Plc
(Short term raw materials)",-,"77,300",-,"77,300"
,"36,797","367,446","81,447",
,"42,820","777,809","164,739","985,368"
