Start of the year,"24,444","714,656","267,951","147,257","1,154,308","1,223,635"
,"19,103","933,482","3,313,700",-,"4,266,285",
Interest expense,"1,805","46,651","36,091","20,073","104,620","107,356"
,-,-,-,"20,123","20,123",
Interest repayment,"(1,805)","(46,651)","(36,091)","(20,073)","(104,620)","(107,356)"
,"(19,066)","(942,182)","(3,305,530)",-,"(4,266,778)",
,"24,481","705,956","276,121","167,380","1,173,938",
