Total disposal cash consideration,"55,000",-
,"3,952",
Gain on sale before income tax,"58,952",-
,-,
Gain on disposal of assets ( net income tax),"58,952",-
"Property, plant and equipment","7,095",-
,"(11,047)",
Net liability,"(3,952)",-
