Stanbic Bank Kenya Limited,"6,023","251,619","68,821","326,463"
,-,"81,444",-,
"NCBA Bank Plc
(Short term raw materials)",-,"77,300",-,"77,300"
,"36,797","367,446","80,770",
,"42,820","777,809","149,591","970,220"
