"1,502,653
9,597
-
-
143,575
-",Column,"168,803
22,785
-
(3,450)
-
-","462,404
30,174
-
-
-
-","151,724
80,871
(1,044)
( 7,157)
(143,575)
( 41,151)","2,881,653
143,427
( 1,044)
( 10,607)
-
(41,151)
2,972,278"
"1,655,825",188,",138","492,578","39,668",
"616,836
174,594
-",,"153,069
9,259
(3,450)","340,110
57,228
-","-
-
-","1,174,754
253,105
(3,450)
1,424,409
1,547,869
2,887,903
454,162
(107,884)
( 27,554)
-
( 324,974)
2,881,653
1,023,138
201,360
( 22,190)
( 27,554)
1,174,754
1,706,899"
"791,430",,"158,878","397,338",-,
"864,395",,"29,260","95,240","39,668",
"1,539,267
43,154
(79,768)
-
-
-",,"182,466
10,013
-
(23,676)
-
-","414,409
51,873
-
(3,878)
-
-","167,720
348,019
( 28,116)
-
( 10,925)
(324,974)",
"1,502,653",,"168,803","462,404","151,724",
"523,638
115,388
( 22,190)
-",,"163,217
13,528
-
( 23,676)","283,435
60,553
-
( 3,878)","-
-
-
-",
"616,836",,"153,069","340,110",-,
"885,817",,"15,734","122,294","151,724",
