"2013
Shs’000","2012
Shs’000"
"86,789",
"115,434",
"89,160",
"3,980",
"7,672",
"303,035",
"86,789",
"106,459",
"67,285",
"3,980",
"264,513",
"1,574,545",
"(340,970)",
"1,233,575",
"71,140",
-,
"1,304,715",
"1,261,545",
"(292,999)",
"968,546",
"52,392",
"1, 020,938",
