"Fully performing
KShs’000","Past due
KShs’000","Impaired
KShs’000",Total
"491,863",,"222,322",
"75,408",,"32,280",
"91,092",,"38,397",
"233,462",,"47,971",
"891,825",,"340,970",
"491,863",,"222,322",
"75,408",,"32,280",
"91,092",,"38,398",
"658,363",,"293,000",
