At start of year,"101,083","1,070,292","118,656","491,936",-,"1,781,967"
,"13,525","101,760","26,783","31,165",-,
"Charge for the year-
discontinued operations",-,"4,307",-,-,-,"4,307"
,-,"( 5,687)","(1,258)","(8,700)",-,
At year end,"114,608","1,170,672","144,181","514,401",-,"1,943,862"
,"565,578","732,946","42,616","61,144","8,397",
