Consolidated Statement of Changes in Equity for the 6 month period ended 30 June 2024,Column,Column,Column,Column,Column,Column,Column
,,"Share
Premium
KShs’000
39,380",,"Retained
Earnings
KShs’000
(412,189)
(1,166,401)","Total
KShs’000
(6,303)
(1,166,401)","Minority
Interest
KShs’000
145,271
(95,039)",
,"Share
Capital",,Reserve,,,,"Shareholders
Equity"
,KShs’000,,KShs’000,,,,Ksh ‘000
,"408,654",,102,,,,"138,968"
,,,,,,,"(1,261,440)"
,"408,654","39,380",102,"(1,578,590)","(1,172,704)","50,232","(1,122,472)"
,"408,654",,102,,,,"(1,122,472)"
,-,,-,,,,-
,"408,654",,102,,,,"(1,122,472)"
