ASSETS,Note,"2013
Shs’000","2012
Shs’000"
,17(a),,"2,053,869"
,18,,"122,186"
,19(a),,"77,221"
,,,"2,253,276"
,21(a),,"278,478"
,22(a),,"923,563"
,15(c),,"6,595"
,31(b),,"39,636"
,,,"1,248,272"
,,,"3,501,548"
,23(a),,"408,654"
,23(b),,"39,380"
,24(a),,102
,24(c),,"1,168,075"
,,,"1,616,211"
,25,,"222,691"
,,,"1,838,902"
,26(a),,"111,674"
,27(a),,"234,008"
,28(a),,"198,261"
,,,"543,943"
,15(c),,"42,797"
,28(a),,"463,294"
,29(a),,"578,493"
,30(a),,"34,119"
,,,"1,118,703"
,,,"3,501,548"
