Consolidated Statement of Changes in Equity for the 6 months period ended 30 June 2017,Column,Column,Column,Column,Column,Column,Column
"As at 1 January 2016
Total Comprehensive income/(loss)
Dividend paid","Share
Capital
Kshs’000
408,654
-","Share
Premium
Kshs’000
39,380
-","Capital
Redemption
Reserve
Kshs’000
102
-","Revenue
/reserve
(deficit)
Kshs’000
1,252,721
44,177","Shareholders
equity
Group
Kshs’000
1,700,857
44,177
-","S
Minority
Interest
Kshs’000
176,716
(11,995)","hareholders
equity
Total
Kshs’000
1,877,573
32,182
-
1,909,755
2,076,094
34,290
-
2,110,384"
At 30 June 2016,"408,654","39,380",102,"1,296,898","1,745,034","164,721",
"As at 1 January 2017
Total Comprehensive income/(loss)
Dividend payable","408,654
-","39,380
-","102
-","1,428,014
(27,570)
-","1,876,150
(27,570)
-","199,944
61,860
-",
At 30 June 2017,"408,654","39,380",102,"1,400,444","1,848,580","261,804",
