Group,Column,Company,Column
"2017
Shs’000","2016
Shs’000","2017
Shs’000","2016
Shs’000"
"66,829",,"66,829",
"3,617",,"3,617",
"(87,393)",,"(87,393)",
"(16,947)",,"(16,947)",
"249,134",,"253,697",
"74,740",,"76,110",
"(113,115)",,"(113,117)",
-,,-,
"3,617",,"3,617",
"14,418",,"13,050",
"3,393",,"3,393",
"(16,947)",,"(16,947)",
