"2019
KShs ‘000
(303,544)
196,649
3,109
(5,983)
889
1,386",Column,"2019
KShs ‘000
(303,544)
196,649
3,109
(5,983)
889
1,386"
"(107,494)
52,837
50,485
2,772","(170,097)
93,947
(5,926)
(35,887)","(107,494)
52,837
50,485
2,772"
"(1,400)
(889)
(2,180)","(117,963)
(455)
(58,193)","(1,400)
(889)
(2,180)"
"(4,469)","(176,611)","(4,469)"
"(1,663)
6,257","(3,581)
4,302","(1,663)
6,257"
"4,594",721,"4,594"
"9,498","(1,306)","9,498"
"9,498","(1,306)","9,498"
"9,623","(177,196)","9,623"
"68,566
-","245,827
(65)","68,566
-"
"78,189",,"78,189"
