"2019
KShs ‘000
1,585,203
( 1,081,676)"
"503,527
1,512,696
( 131,504)
( 483,347)
( 70,986)"
"1,330,386
( 137,489)
( 267,756)
925,141
( 270,198)"
"3,752
( 266,446)
658,695
( 27,723)"
"630,972"
"3,483
( 1,045)
-
-
-"
"2,438
( 5,174)"
"( 2,736)"
"628,236"
"678,483
( 47,511)"
"630,972"
"676,786
( 48,550)"
"628,236"
KShs 2.68
