"2010
KShs‘000
3,604,366
(2,580,638)"
"1,023,728
106,328
(175,338)
(224,043)
(103,259)"
"627,416
(203,066)
(121,782)"
"302,568"
"22,296
(66,219)"
"(43,923)"
"258,645
( 74,795)"
"183,850"
"750,875
( 213,455)
(34,491)"
"502,929"
"686,779"
"226,211
(42,361)"
"183,850"
"447,245
239,534
686,779"
KShs 1.12
