Group,Column,Company
"2016
Kshs ‘000","2015
Kshs ‘000","2016
Kshs ‘000"
,"962,288
66,348
-
177,565",
"870,573",,"786,805"
"1,875",,-
"26,878",,"26,878"
"214,124",,"173,533"
"1,113,450","1,206,201","987,216"
