"2009
Consolidated
KShs’000",Column,"2011
Consolidated
KShs’000",Column,"2013
Consolidated
KShs’000"
"2,811,861","3,604,366","4,971,665","4,300,608","4,502,964"
"526,444
( 230,411)","258,645
( 74,795)","464,756
( 150,026)","753,243
( 231,183)","585,400
( 187,198)"
"296,033
12,031","183,850
42,361","314,730
( 23,166)","522,060
( 81,328)","398,202
( 51,787)"
"308,064
( 202,500)","226,211
( 202,500)","291,564
( 202,500)","440,732
( 253,125)","346,415
( 253,125)"
"105,564","23,711","89,064","187,607","93,290"
1.22,0.89,1.15,1.74,1.37
1.00,1.00,0.80,1.00,1.00
"1,844,227
1,699,156","2,722,759
1,795,686","2,585,528
2,407,504","3,217,203
3,031,439","3,226,081
3,583,184"
"3,543,383","4,518,445","4,993,032","6,248,642","6,809,265"
"101,250
1,387,460
1,701
170,369","101,250
1,758,041
( 22,885)
409,903","126,563
1,745,854
( 23,576)
424,991","126,563
2,214,685
( 18,533)
602,314","126,563
2,307,975
( 22,101)
654,101"
"1,660,780
635,519
1,247,084","2,246,309
872,774
1,399,362","2,273,832
644,888
2,074,312","2,925,029
791,387
2,532,226","3,066,538
1,111,573
2,631,154"
"3,543,383","4,518,445","4,993,032","6,248,642","6,809,265"
