2017
"49.00%
KShs ‘000"
"1,560,402
751,787
( 150,519)
( 1,314,161)
35,685"
"883,194"
"448,157"
"301,360
( 196,197)
-"
"( 196,197)"
"( 96,497)
-"
"214,329
( 32,671)
( 31,769)"
"149,889"
