Group,Column,Company
"2016
Kshs ‘000","2015
Kshs ‘000","2016
Kshs ‘000"
"2,617,381","2,030,334
4,105,178
(3,518,131)
-","2,234,372"
"2,570,446",,"2,496,842"
"(2,397,349)",,"(2,426,835)"
"2,517",,102
"2,792,995","2,617,381","2,304,481"
,"842,772
1,774,609",
"632,712",,"578,053"
"2,160,283",,"1,726,428"
"2,792,995","2,617,381","2,304,481"
