"Leasehold
buildings
KShs’000",Column,"Motor
vehicles
KShs’000",Column,"Construction
work in
progress
KShs’000"
"784,998
-
1,697
-","748,208
32,704
128,441
( 392)","28,637
-
-
( 3,560)","30,054
5,238
187
-","97,485
125,967
(130,325)
-"
"786,695","908,961","25,077","35,479","93,127"
"-
15,700
-","61,430
79,667
( 16)","18,257
4,533
( 3,560)","20,030
3,108
-","-
-
-"
"15,700","141,081","19,230","23,138",-
"770,995","767,880","5,847","12,341","93,127"
"689,998
-
350
94,650","830,892
22,766
54,644
( 160,094)","30,313
-
-
(1,676)","24,338
3,933
-
1,783","1,614
150,865
( 54,994)
-"
"784,998","748,208","28,637","30,054","97,485"
"27,600
13,800
( 41,400)","223,372
92,865
(254,807)","18,254
3,693
( 3,690)","18,228
2,131
( 329)","-
-
-"
-,"61,430","18,257","20,030",-
"784,998","686,778","10,380","10,024","97,485"
