"2012
KShs ‘000"
"55,682
49, 080
64,120
25,008
4,190
10,661"
"203,021"
"102,430
3,109"
"105,539"
"161,988
3,376
4,617"
"169,981"
"33,940
( 49,080)
( 7,000)"
"( 56,080)"
"( 22,140)"
