2009
KShs’000
"761,941"
-
"(332,544)"
"429,397"
"2,458"
"(356,101)"
"( 5,965)"
"(359,608)"
"1,402,875"
"(1,357,021)"
"(69,699)"
"(270,776)"
"(294,621)"
"(224,832)"
