Group,Column,Company
"2016
Kshs ‘000","2015
Kshs ‘000","2016
Kshs ‘000"
"13,896","3,306
2,734
9,473
( 1,919)
302","13,444"
"6,383",,981
-,,-
"( 6,466)",,"( 4,975)"
( 24),,-
"13,789","13,896","9,450"
