"Leasehold
buildings
KShs’000",Column,"Motor
vehicles
KShs’000",Column,"Construction
work in
progress
KShs’000"
"1,660,940
1,697
-
( 9,409)","1,024,410
46,357
128,441
( 392)
( 1,193)","54,394
-
-
( 5,026)
( 267)","45,391
12,050
187
-
( 1,947)","100,290
130,649
(130,325)
-
( 31)"
"1,653,228","1,197,623","49,101","55,681","100,583"
"-
50,102
-
259","62,044
93,329
( 16)
96","18,256
10,494
( 3,774)
45","26,998
5,322
-
( 62)","-
-
-
-"
"50,361","155,453","25,021","32,258",-
"1,602,867","1,042,170","24,080","23,423","100,583"
"1,366,745
-
350
279,516
14,329","1,126,473
25,633
54,644
( 188,616)
6,276","53,423
-
-
501
470","39,312
6,202
-
( 441)
318","1,800
153,479
( 54,994)
-
5"
"1,660,940","1,024,410","54,394","45,391","100,290"
"54,669
40,944
( 96,684)
1,071","240,509
107,788
( 286,891)
638","23,817
9,272
(15,053)
220","24,426
3,984
(1,576)
164","-
-
-
-"
-,"62,044","18,256","26,998",-
"1,660,940","962,366","36,138","18,393","100,290"
