"2012
Kshs ‘000"
"4,300,608
(2,946,800)"
"1,353,808
105,539
(181,094)
(216,410)
(116,479)"
"945,364
(169,981)"
"775,383
33,940
( 56,080)"
"( 22,140)"
"753,243
(231,183)"
"522,060"
"491,164
(147,349)
13,135"
"356,950"
"879,010"
"440,732
81,328"
"522,060"
"701,687
177,323"
"879,010"
KShs 1.74
