"Share
capital
KShs ‘000",Column,"Revaluation
reserve
KShs ‘000",Column,"Total
KShs’000"
"126,563
-","545
-","397,570
-","1,044,624
363,442","1,569,302
363,442"
"-
-
-","-
-
-","234,889
( 70,467)
-","-
-
563","234,889
( 70,467)
563"
-,-,"164,422",563,"164,985"
-,-,"164,422","364,005","528,427"
"-
-","-
-","-
-","(126,563)
(101,250)","( 126,563)
( 101,250)"
-,-,-,"(227,813)","( 227,813)"
"126,563
-","545
-","561,992
-","1,180,816
303,863","1,869,916
303,863"
-,-,-,( 863),( 863)
-,-,-,"303,000","303,000"
"-
-","-
-","-
-","( 151,875)
( 101,250)","( 151,875)
( 101,250)"
-,-,-,"( 253,125)","( 253,125)"
"126,563",545,"561,992","1,230,691","1,919,791"
