Group,Column,Company
"2016
Kshs ‘000","2015
Kshs ‘000","2016
Kshs ‘000"
"2,775,559","2,895,327
332,432
85,397
49,861
63,193
16,093
420,471","2,445,209"
"327,637",,"260,618"
"74,095",,"64,389"
"82,988",,"80,925"
"58,754",,"53,862"
"16,211",,"11,794"
"334,285",,"253,101"
"3,669,529","3,862,774","3,169,898"
,"3,110,205
231,148
401,778
119,643",
"2,846,146",,"2,511,586"
"339,411",,"290,454"
"345,209",,"269,698"
"138,763",,"98,160"
"3,669,529","3,862,774","3,169,898"
