"2017
KShs ‘000","2016
KShs ‘000","2017
KShs ‘000"
"1,619,582
283,887
60,435
36,170
33,317
12,512
274,757","2,775,559
327,637
74,095
82,988
58,754
16,211
334,285","1,353,903
219,538
46,045
31,146
25,095
7,990
203,803"
"2,320,660","3,669,529","1,887,520"
"1,680,954
208,810
349,558
81,338","2,846,146
339,411
345,209
138,763","1,401,661
157,046
280,057
48,756"
"2,320,660","3,669,529","1,887,520"
"61,586
73,263
98,144
36,026
14,868","78,254
83,308
97,776
52,506
15,793","47,759
59,054
82,230
21,424
9,071"
"283,887","327,637","219,538"
"121,692","248,215","108,529"
"249,662
6,734
32,061","232,680
6,466
32,508","176,715
4,809
31,326"
"288,457","271,654","212,850"
