Group,Column,Company
"2016
Kshs ‘000","2015
Kshs ‘000","2016
Kshs ‘000"
"51,879","34,486
( 2,427)
15,659
2,315
1,846","67,092"
"( 1,870)",,"( 1,870)"
-,,-
34,,34
100,,-
"50,143","51,879","65,256"
,"67,092
(15,213)",
"65,256",,"65,256"
"(15,113)",,-
"50,143","51,879","65,256"
