"Total
KShs’000
1,869,916
303,863"
(863)
"303,000"
"(151,875)
(101,250)"
"(253,125)"
"1,919,791"
"1,919,791
251,840"
849
"252,689"
"(151,875)
(126,563)"
"(278,438)"
"1,894,042"
