"2017
KShs‘000"
"2,043,727
( 1,401,661)"
"642,066
19,874
( 157,046)
( 280,057)
( 48,756)
176,081"
"( 108,529)
( 212,850)"
"(145,298)
( 500,278)
10,318
( 489,960)"
"( 635,258)
180,854"
"( 454,404)"
( 4)
( 4)
"( 454,408)"
