Group,Column,Company
"2016
Kshs ‘000","2015
Kshs ‘000","2016
Kshs ‘000"
"316,240","141,163
191,722
( 15,379)
( 1,266)","275,630"
-,,-
"( 15,812)",,"( 13,781)"
"( 2,344)",,-
"298,084","316,240","261,849"
