Column,2024,2023
Name,No. Of shares held,No. Of shares held
Transcentury Plc*,Nil,Nil
Cable Holdings (K) Limited,"121,596,130","173,071,149"
P. T. Kanyago,"3,750","3,750"
D. Awori,Nil,Nil
C. Kariuki,Nil,Nil
J Mwatu,Nil,Nil
