"2018
Shs’000"
"182,174"
"4,392,668"
"2,423,447"
"(1,161,317)"
"2,434,571"
"63,761"
"8,335,304"
"802,270"
"9,137,574"
"1,677,058"
"1,886,339"
"22,081"
"3,585,478"
"12,723,052"
"11,189,812"
"2,067,183"
"1,274,154"
"950,847"
"1,113"
"15,483,109"
"475,308"
"1,267,721"
"160,240"
"211,745"
"2,115,014"
"1,805,800"
"3,055,561"
"13,710"
"4,875,071"
"(2,760,057)"
"12,723,052"
