"2018
Shs’000",Column,"2018
Shs’000"
"815,458",,-
"(61,033)",,-
"11,226",,-
"765,651","695,909
92,068
404,981
139,453",-
"71,841",,-
"386,303",,"444,108"
"43,926",,-
"1,267,721","1,332,411","444,108"
