"2019
Shs 000",Column,"2019
Shs 000"
"1,139,680",,"1,139,680"
"147,569",,"147,569"
"1,287,249","1,479,466","1,287,249"
,"4,732,619
1,805,800
-",
"4,535,026",,"4,535,026"
"1,926,286",,"1,926,286"
"437,586",,"437,586"
"6,898,898","6,538,419","6,898,898"
,"444,108
356",
"397,935",,"397,935"
-,,-
"397,935","444,464","397,935"
,"-
4,063",
389,,389
"16,308",,"16,308"
"16,697","4,063","16,308"
