"2022
Shs 000",Column,"2022
Shs 000"
"1,077,760",,"1,077,760"
"660,846",,"660,846"
"1,738,606","1,342,200","1,738,606"
,"6,194,492
1,884,648
274,433",
"4,331,896",,"5,011,935"
"1,713,203",,"1,713,203"
"397,325",,"397,325"
"6,442,424","8,353,573","7,122,463"
,"359,996
188",
"328,931",,"328,931"
-,,-
"328,931","360,184","328,931"
,"1,640,675
55,303",
-,,-
"1,306",,"1,306"
"1,306","1,695,978","1,306"
