"2024
Shs’000",Column,"2024
Shs’000"
"4,076,851",,-
"338,491",,-
"(572,520)",,-
"(338,491)",,-
"113,062",,-
-,,"(36,103)"
"(687,999)",,-
"60,004",,-
"2,989,398","4,076,851","(36,103)"
