"2015
Shs’000",Column,"2015
Shs’000"
"1,968,217",,-
,"374,031
410,462
300,000",
"149,040",,-
"409,879",,-
"50,000",,-
"608,919","1,084,493",-
"2,577,136","1,988,387",-
