"2020
Shs’000"
"(748,564)"
"11,497"
"(62,651)"
"(799,718)"
"(146,248)"
-
"(146,248)"
"841,293"
"(40,764)"
-
"(82,868)"
"717,661"
"(228,305)"
"(152,735)"
"(228,305)"
"247,444"
"(133,596)"
