2013
Shs’000
"6,841,420"
"435,835"
"(1,252,449)"
"(1,996,218)"
"(2,560,773)"
"1,467,815"
"(388,246)"
"49,322"
"(177,435)"
"21,791"
"973,247"
"(304,717)"
"668,530"
"628,943"
"39,587"
"668,530"
3.45
