"2018
Shs’000"
"12,882,624"
"(2,862,964)"
"(1,252,843)"
"8,766,817"
"8,766,817"
"160,256"
"2,639,133"
"(224,914)"
"(151,480)"
"11,189,812"
"15,682,013"
"(3,087,878)"
"(1,404,323)"
"11,189,812"
