"2022
Shs’000",Column,"2022
Shs’000"
"6,194,492",,"1,640,675"
"237,030",,-
"85,553",,(216)
"312,148",,"68,875"
-,,-
"(1,709,550)",,"(1,709,550)"
"(237,030)",,-
"235,581",,-
"(786,328)",,-
"4,331,896","6,194,492",(216)
