"2013
Shs’000",Column,"2013
Shs’000"
"769,186",,-
"(32,251)",,-
"5,622",,-
"742,557","931,142
99,636
281,382
131,606",-
"276,955",,-
"377,321",,"318,213"
"195,871",,"5,425"
"1,592,704","1,443,766","323,638"
